Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Ленинск;844;78;x-xx-xx;5;Код Волгоградской области
Ледово;496;69;x-xx-xx;5;Код Московской области
Ленинск-Кузнецкий;384;56;x-xx-xx;5;Код Кемеровской области
Ленинский;487;6;xx-xx-xx;6;Код Тульской области
Ленинское;426;63;x-xx-xx;5;Код Еврейского АО
Лениногорск;855;95;x-xx-xx;5;Код Республики Татарстан
Ленинское;833;45;x-xx-xx;5;Код Кировской области
Ленск;411;37;x-xx-xx;5;Код Республики Саха (Якутия)
Лермонтов;879;35;x-xx-xx;5;Код Ставропольского края
Лесное;482;71;x-xx-xx;5;Код Тверской области
Лесной;;496;xxx-xx-xx;7;
Лесозаводск;423;55;x-xx-xx;5;Код Приморского края
Летняя Ставка;865;65;x-xx-xx;5;Код Ставропольского края
Лешуконское;818;33;x-xx-xx;5;Код Архангельской области
Ливны;486;77;x-xx-xx;5;Код Орловской области
Лиман;851;47;x-xx-xx;5;Код Астраханской области
Ликино-Дулево;496;4;xx-xx-xx;6;Код Московской области
Липецк;;474;xxx-xx-xx;7;
Лесосибирск;391;45;x-xx-xx;5;Код Красноярского края
Липин Бор;817;58;x-xx-xx;5;Код Вологодской области
Липицы;496;7;xx-xx-xx;6;Код Московской области
Лихославль;482;61;x-xx-xx;5;Код Тверской области
Лиски;473;91;x-xx-xx;5;Код Воронежской области
Лобня;;498;xxx-xx-xx;7;
Ловозеро;815;38;x-xx-xx;5;Код Мурманской области
Лодейное Поле;813;64;x-xx-xx;5;Код Ленинградской области
Локня;811;39;x-xx-xx;5;Код Псковской области
Локоть;483;54;x-xx-xx;5;Код Брянской области
Ломоносов;;812;xxx-xx-xx;7;
Ломоносовский;813;76;x-xx-xx;5;Код Ленинградской области
Лоо;862;2;xx-xx-xx;6;Код Краснодарского края
Лопатино;841;48;x-xx-xx;5;Код Пензенской области
Лосино-Петровский;;496;xxx-xx-xx;7;
Лоухи;814;39;x-xx-xx;5;Код Республики Карелия
Луга;813;72;x-xx-xx;5;Код Ленинградской области
Луза;833;46;x-xx-xx;5;Код Кировской области
Лунино;841;61;x-xx-xx;5;Код Пензенской области
Лукоянов;831;96;x-xx-xx;5;Код Нижегородской области
Лукьяново;496;7;xx-xx-xx;6;Код Московской области
Лух;493;44;x-xx-xx;5;Код Ивановской области
Луховицы;496;63;x-xx-xx;5;Код Московской области
Лучегорск;423;57;x-xx-xx;5;Код Приморского края
Лысково;831;49;x-xx-xx;5;Код Нижегородской области
Лысьва;342;49;x-xx-xx;5;Код Пермского края
Лысые Горы;845;51;x-xx-xx;5;Код Саратовской области
Льгов;471;40;x-xx-xx;5;Код Курской области
Львовский;496;7;xx-xx-xx;6;Код Московской области
Люберцы;;495;xxx-xx-xx;7;
Любим;485;43;x-xx-xx;5;Код Ярославской области
Любинский;381;75;x-xx-xx;5;Код Омской области
Любытино;816;68;x-xx-xx;5;Код Новгородской области
Людиново;484;44;x-xx-xx;5;Код Калужской области
Лямбирь;834;41;x-xx-xx;5;Код Республики Мордовия
Лянтор;346;18;x-xx-xx;5;Код Тюменской области
Радищево;842;39;x-xx-xx;5;Код Ульяновской области
Радужный;492;54;x-xx-xx;5;Код Владимирской области
Радужный;;496;xxx-xx-xx;7;
Радужный;346;68;x-xx-xx;5;Код Тюменской области
Раздольное;365;53;x-xx-xx;5;Код Республики Крым
Райчихинск;416;47;x-xx-xx;5;Код Амурской области
Ракитное;472;45;x-xx-xx;5;Код Белгородской области
Рамешки;482;44;x-xx-xx;5;Код Тверской области
Рамонь;473;40;x-xx-xx;5;Код Воронежской области
Рассказово;475;31;x-xx-xx;5;Код Тамбовской области
Раевский;347;54;x-xx-xx;5;Код Республики Башкортостан
Раменское;496;46;x-xx-xx;5;Код Московской области
Рахмановский Комбинат;496;43;x-xx-xx;5;Код Московской области
Ребриха;385;82;x-xx-xx;5;Код Алтайского края
Репьевка;473;74;x-xx-xx;5;Код Воронежской области
Реутов;;498;xxx-xx-xx;7;
Ревда;343;97;x-xx-xx;5;Код Свердловской области
Речицы;;496;xxx-xx-xx;7;
Ржакса;475;55;x-xx-xx;5;Код Тамбовской области
Раменки;496;40;x-xx-xx;5;Код Московской области
Ржев;482;32;x-xx-xx;5;Код Тверской области
Реж;343;64;x-xx-xx;5;Код Свердловской области
Ремонтное;863;79;x-xx-xx;5;Код Ростовской области
Родино;385;63;x-xx-xx;5;Код Алтайского края
Ровное;845;96;x-xx-xx;5;Код Саратовской области
Ровеньки;472;38;x-xx-xx;5;Код Белгородской области
Рогнедино;483;31;x-xx-xx;5;Код Брянской области
Рогово;496;7;xx-xx-xx;6;Код Московской области
Рогачево;496;22;x-xx-xx;5;Код Московской области
Родники;493;36;x-xx-xx;5;Код Ивановской области
Романовка;845;44;x-xx-xx;5;Код Саратовской области
Романово;385;61;x-xx-xx;5;Код Алтайского края
Ромоданово;834;38;x-xx-xx;5;Код Республики Мордовия
Ромны;416;45;x-xx-xx;5;Код Амурской области
Рославль;481;34;x-xx-xx;5;Код Смоленской области
Россошь;473;96;x-xx-xx;5;Код Воронежской области
Ростов;485;36;x-xx-xx;5;Код Ярославской области
Родионово-Несветайская;863;40;x-xx-xx;5;Код Ростовской области
Ртищево;845;40;x-xx-xx;5;Код Саратовской области
Рубцовск;385;57;x-xx-xx;5;Код Алтайского края
Рудня;844;53;x-xx-xx;5;Код Волгоградской области
Рудня;481;41;x-xx-xx;5;Код Смоленской области
Рошаль;496;45;x-xx-xx;5;Код Московской области
Рузаевка;834;51;x-xx-xx;5;Код Республики Мордовия
Румянцево;496;31;x-xx-xx;5;Код Московской области
Романовская;863;94;x-xx-xx;5;Код Ростовской области
Руза;496;27;x-xx-xx;5;Код Московской области
Русский Камешкир;841;45;x-xx-xx;5;Код Пензенской области
Русская Поляна;381;56;x-xx-xx;5;Код Омской области
Русское Поле;;496;xxx-xx-xx;7;
Рутул;872;64;x-xx-xx;5;Код Республики Дагестан
Рыбинск;485;5;xx-xx-xx;6;Код Ярославской области
Рыбная Слобода;843;61;x-xx-xx;5;Код Республики Татарстан
Лотошино;496;28;x-xx-xx;5;Код Московской области
Рыбное;491;37;x-xx-xx;5;Код Рязанской области
Рыльск;471;52;x-xx-xx;5;Код Курской области
Рязань;;491;xxx-xx-xx;7;
П.зверосовхоз;496;53;x-xx-xx;5;Код Московской области
Ряжск;491;32;x-xx-xx;5;Код Рязанской области
Павино;494;39;x-xx-xx;5;Код Костромской области
Павловка;842;48;x-xx-xx;5;Код Ульяновской области
Павлово;831;71;x-xx-xx;5;Код Нижегородской области
Павловск;385;81;x-xx-xx;5;Код Алтайского края
Павловск;473;62;x-xx-xx;5;Код Воронежской области
Павловская;861;91;x-xx-xx;5;Код Краснодарского края
Павловская Слобода;496;31;x-xx-xx;5;Код Московской области
Павловский Посад;496;43;x-xx-xx;5;Код Московской области
Павлоградка;381;72;x-xx-xx;5;Код Омской области
Палана;415;43;x-xx-xx;5;Код Камчатского края
Палатка;413;42;x-xx-xx;5;Код Магаданской области
Павловское;496;79;x-xx-xx;5;Код Московской области
Палех;493;34;x-xx-xx;5;Код Ивановской области
Палкино;811;45;x-xx-xx;5;Код Псковской области
Палласовка;844;92;x-xx-xx;5;Код Волгоградской области
Панино;473;44;x-xx-xx;5;Код Воронежской области
Панкрушиха;385;80;x-xx-xx;5;Код Алтайского края
Парабель;382;52;x-xx-xx;5;Код Томской области
Параньга;836;39;x-xx-xx;5;Код Республики Марий Эл
Партизанск;423;63;x-xx-xx;5;Код Приморского края
Парфеньево;494;40;x-xx-xx;5;Код Костромской области
Парфино;816;50;x-xx-xx;5;Код Новгородской области
Пачелма;841;52;x-xx-xx;5;Код Пензенской области
Певек;427;37;x-xx-xx;5;Код Чукотского АО
Пенза;;841;xxx-xx-xx;7;
Пено;482;30;x-xx-xx;5;Код Тверской области
Первомайский;353;48;x-xx-xx;5;Код Оренбургской области
Первомайск;831;39;x-xx-xx;5;Код Нижегородской области
Первомайский;475;48;x-xx-xx;5;Код Тамбовской области
Первомайский;302;62;x-xx-xx;5;Код Забайкальского края
Первомайское;382;45;x-xx-xx;5;Код Томской области
Первомайское;365;52;x-xx-xx;5;Код Республики Крым
Партизанское;391;40;x-xx-xx;5;Код Красноярского края
Первоуральск;343;9;xx-xx-xx;6;Код Свердловской области
Перевоз;831;48;x-xx-xx;5;Код Нижегородской области
Переволоцкий;353;38;x-xx-xx;5;Код Оренбургской области
Перелюб;845;75;x-xx-xx;5;Код Саратовской области
Перемышль;484;41;x-xx-xx;5;Код Калужской области
Переславль-Залесский;485;35;x-xx-xx;5;Код Ярославской области
Переяславка;421;54;x-xx-xx;5;Код Хабаровского края
Пестово;816;69;x-xx-xx;5;Код Новгородской области
Пестравка;846;74;x-xx-xx;5;Код Самарской области
Пестяки;493;46;x-xx-xx;5;Код Ивановской области
Петровск Забайкальск;302;36;x-xx-xx;5;Код Забайкальского края
Петровск;845;55;x-xx-xx;5;Код Саратовской области
Петровское;475;44;x-xx-xx;5;Код Тамбовской области
Петропавловка;301;34;x-xx-xx;5;Код Республики Бурятия
Петропавловка;473;65;x-xx-xx;5;Код Воронежской области
Петрозаводск;;814;xxx-xx-xx;7;
Петропавловск-Камчатский;415;2;xx-xx-xx;6;Код Камчатского края
Пестрецы;843;67;x-xx-xx;5;Код Республики Татарстан
Петропавловское;385;73;x-xx-xx;5;Код Алтайского края
Петушки;492;43;x-xx-xx;5;Код Владимирской области
Петухово;352;35;x-xx-xx;5;Код Курганской области
Печора;821;42;x-xx-xx;5;Код Республики Коми
Печоры;811;48;x-xx-xx;5;Код Псковской области
Пикалево;813;66;x-xx-xx;5;Код Ленинградской области
Пешки;496;2;xx-xx-xx;6;Код Московской области
Пижанка;833;55;x-xx-xx;5;Код Кировской области
Пильна;831;92;x-xx-xx;5;Код Нижегородской области
Пионерский;401;55;x-xx-xx;5;Код Калининградской области
Песчанокопское;863;73;x-xx-xx;5;Код Ростовской области
Пителино;491;45;x-xx-xx;5;Код Рязанской области
Плавск;487;52;x-xx-xx;5;Код Тульской области
Питерка;845;61;x-xx-xx;5;Код Саратовской области
Пичаево;475;54;x-xx-xx;5;Код Тамбовской области
Пласт;351;60;x-xx-xx;5;Код Челябинской области
Плес;493;39;x-xx-xx;5;Код Ивановской области
Плесецк;818;32;x-xx-xx;5;Код Архангельской области
Плешаново;353;45;x-xx-xx;5;Код Оренбургской области
Плюсса;811;33;x-xx-xx;5;Код Псковской области
Поварово;496;2;xx-xx-xx;6;Код Московской области
Поворино;473;76;x-xx-xx;5;Код Воронежской области
Погар;483;49;x-xx-xx;5;Код Брянской области
Повадино;496;79;x-xx-xx;5;Код Московской области
Пограничный;423;45;x-xx-xx;5;Код Приморского края
Пировское;391;66;x-xx-xx;5;Код Красноярского края
Подгоренский;473;94;x-xx-xx;5;Код Воронежской области
Поддорье;816;58;x-xx-xx;5;Код Новгородской области
Подгорное;382;57;x-xx-xx;5;Код Томской области
Подмосковный;;496;xxx-xx-xx;7;
Подольск;496;7;xx-xx-xx;6;Код Московской области
Подосиновец;833;51;x-xx-xx;5;Код Кировской области
Подпорожье;813;65;x-xx-xx;5;Код Ленинградской области
Подмосковье;496;79;x-xx-xx;5;Код Московской области
Покачи;346;69;x-xx-xx;5;Код Ханты-Мансийского АО
Покров;492;43;x-xx-xx;5;Код Владимирской области
Покровка;423;44;x-xx-xx;5;Код Приморского края
Покровск;411;44;x-xx-xx;5;Код Республики Саха (Якутия)
Покровское;486;64;x-xx-xx;5;Код Орловской области
Покровское;863;47;x-xx-xx;5;Код Ростовской области
Полесск;401;58;x-xx-xx;5;Код Калининградской области
Подрядниково;496;40;x-xx-xx;5;Код Московской области
Полевской;343;50;x-xx-xx;5;Код Свердловской области
Полтавка;381;63;x-xx-xx;5;Код Омской области
Половинное;352;38;x-xx-xx;5;Код Курганской области
Полтавская;861;65;x-xx-xx;5;Код Краснодарского края
Полярные Зори;815;32;x-xx-xx;5;Код Мурманской области
Полярный;815;51;x-xx-xx;5;Код Мурманской области
Поназырево;494;48;x-xx-xx;5;Код Костромской области
Полбино;496;40;x-xx-xx;5;Код Московской области
Пономаревка;353;57;x-xx-xx;5;Код Оренбургской области
Поныри;471;35;x-xx-xx;5;Код Курской области
Порецкое;835;43;x-xx-xx;5;Код Чувашской Республики
Поронайск;424;31;x-xx-xx;5;Код Сахалинской области
Порхов;811;34;x-xx-xx;5;Код Псковской области
Поспелиха;385;56;x-xx-xx;5;Код Алтайского края
Поселок Биокомбината;;496;xxx-xx-xx;7;
Почеп;483;45;x-xx-xx;5;Код Брянской области
Похвистнево;846;56;x-xx-xx;5;Код Самарской области
Починки;831;97;x-xx-xx;5;Код Нижегородской области
Поречье;496;38;x-xx-xx;5;Код Московской области
Поповская;496;40;x-xx-xx;5;Код Московской области
Починок;481;49;x-xx-xx;5;Код Смоленской области
Пошехонье;485;46;x-xx-xx;5;Код Ярославской области
Поярково;416;37;x-xx-xx;5;Код Амурской области
Правдинск;401;57;x-xx-xx;5;Код Калининградской области
Правдинский;496;53;x-xx-xx;5;Код Московской области
Преградная;878;76;x-xx-xx;5;Код Карачаево-Черкесской Республики
Преображенская;844;45;x-xx-xx;5;Код Волгоградской области
Пречистое;485;49;x-xx-xx;5;Код Ярославской области
Приаргунск;302;43;x-xx-xx;5;Код Забайкальского края
Починки;496;40;x-xx-xx;5;Код Московской области
Приволжск;493;39;x-xx-xx;5;Код Ивановской области
Приволжье;846;47;x-xx-xx;5;Код Самарской области
Приморско-Ахтарск;861;43;x-xx-xx;5;Код Краснодарского края
Приморье;862;2;xx-xx-xx;6;Код Краснодарского края
Приозерск;813;79;x-xx-xx;5;Код Ленинградской области
Привокзальный;496;36;x-xx-xx;5;Код Московской области
Приютное;847;36;x-xx-xx;5;Код Республики Калмыкия
Пристень;471;34;x-xx-xx;5;Код Курской области
Провидения;427;35;x-xx-xx;5;Код Чукотского АО
Прокопьевск;384;6;xx-xx-xx;6;Код Кемеровской области
Пролетарий;496;7;xx-xx-xx;6;Код Московской области
Промышленная;384;42;x-xx-xx;5;Код Кемеровской области
Питкяранта;814;33;x-xx-xx;5;Код Республики Карелия
Пронск;491;55;x-xx-xx;5;Код Рязанской области
Протвино;496;774;xx-xx;4;Код Московской области
Прохладный;866;31;x-xx-xx;5;Код Кабардино-Балкарской Республики
Прохоровка;472;42;x-xx-xx;5;Код Белгородской области
Прямицыно;471;42;x-xx-xx;5;Код Курской области
Пряжа;814;56;x-xx-xx;5;Код Республики Карелия
Птичное;;496;xxx-xx-xx;7;
Псков;;811;xxx-xx-xx;7;
Пугачев;845;74;x-xx-xx;5;Код Саратовской области
Пудож;814;52;x-xx-xx;5;Код Республики Карелия
Пужок;814;52;x-xx-xx;5;Код Республики Карелия
Пурпе;349;36;x-xx-xx;5;Код Ямало-Ненецкого АО
Пустошка;811;42;x-xx-xx;5;Код Псковской области
Пушкинские Горы;811;46;x-xx-xx;5;Код Псковской области
Путятино;491;46;x-xx-xx;5;Код Рязанской области
Пучеж;493;45;x-xx-xx;5;Код Ивановской области
Пущино;496;773;xx-xx;4;Код Московской области
Пыталово;811;47;x-xx-xx;5;Код Псковской области
Пыть-Ях;346;14;x-xx-xx;5;Код Тюменской области
Пыщуг;494;52;x-xx-xx;5;Код Костромской области
Пятигорск;879;3;xx-xx-xx;6;Код Ставропольского края
Ува;341;30;x-xx-xx;5;Код Республики Удмуртия
Уварово;475;58;x-xx-xx;5;Код Тамбовской области
Увельский;351;66;x-xx-xx;5;Код Челябинской области
Уват;345;61;x-xx-xx;5;Код Тюменской области
Пышма;343;72;x-xx-xx;5;Код Свердловской области
Углегорск;424;32;x-xx-xx;5;Код Сахалинской области
Уваровка;496;38;x-xx-xx;5;Код Московской области
Углич;485;32;x-xx-xx;5;Код Ярославской области
Угловское;385;79;x-xx-xx;5;Код Алтайского края
Убинское;383;66;x-xx-xx;5;Код Новосибирской области
Угольные Копи;427;32;x-xx-xx;5;Код Чукотского АО
Угра;481;37;x-xx-xx;5;Код Смоленской области
Ужур;391;56;x-xx-xx;5;Код Красноярского края
Удомля;482;55;x-xx-xx;5;Код Тверской области
Уинское;342;59;x-xx-xx;5;Код Пермского края
Узловая;487;31;x-xx-xx;5;Код Тульской области
Уйское;351;65;x-xx-xx;5;Код Челябинской области
Улан-Удэ;;301;xxx-xx-xx;7;
Улеты;302;38;x-xx-xx;5;Код Забайкальского края
Ульяново;484;43;x-xx-xx;5;Код Калужской области
Ульяновск;;842;xxx-xx-xx;7;
Умет;475;59;x-xx-xx;5;Код Тамбовской области
Унеча;483;51;x-xx-xx;5;Код Брянской области
Умба;815;59;x-xx-xx;5;Код Мурманской области
Уни;833;59;x-xx-xx;5;Код Кировской области
Унцукуль;872;57;x-xx-xx;5;Код Республики Дагестан
Упорово;345;41;x-xx-xx;5;Код Тюменской области
Уразовка;831;94;x-xx-xx;5;Код Нижегородской области
Урай;346;76;x-xx-xx;5;Код Тюменской области
Уренгой;349;34;x-xx-xx;5;Код Ямало-Ненецкого АО
Урень;831;54;x-xx-xx;5;Код Нижегородской области
Уржум;833;63;x-xx-xx;5;Код Кировской области
Уркарах;872;54;x-xx-xx;5;Код Республики Дагестан
Урмары;835;44;x-xx-xx;5;Код Чувашской Республики
Урус-Мартан;871;45;x-xx-xx;5;Код Чеченской Республики
Уруссу;855;93;x-xx-xx;5;Код Республики Татарстан
Усмань;474;72;x-xx-xx;5;Код Липецкой области
Усвяты;811;50;x-xx-xx;5;Код Псковской области
Усинск;821;44;x-xx-xx;5;Код Республики Коми
Урюпинск;844;42;x-xx-xx;5;Код Волгоградской области
Усогорск;821;35;x-xx-xx;5;Код Республики Коми
Усолье;342;4;xx-xx-xx;6;Код Пермского края
Усолье Сибирское;395;43;x-xx-xx;5;Код Иркутской области
Уссурийск;423;4;xx-xx-xx;6;Код Приморского края
Усть Большерецк;415;32;x-xx-xx;5;Код Камчатского края
Усть Абакан;390;32;x-xx-xx;5;Код Республики Хакасия
Усть Джегута;878;75;x-xx-xx;5;Код Карачаево-Черкесской Республики
Успенская;861;40;x-xx-xx;5;Код Краснодарского края
Пролетарск;863;74;x-xx-xx;5;Код Ростовской области
Усть Ишим;381;50;x-xx-xx;5;Код Омской области
Усть Илимск;395;35;x-xx-xx;5;Код Иркутской области
Усть Камчатск;415;34;x-xx-xx;5;Код Камчатского края
Усть Катав;351;67;x-xx-xx;5;Код Челябинской области
Усть Кокса;388;48;x-xx-xx;5;Код Республики Алтай
Усть Качка;;342;xxx-xx-xx;7;
Усть Кан;388;47;x-xx-xx;5;Код Республики Алтай
Усть Калманка;385;99;x-xx-xx;5;Код Алтайского края
Усть Кишерть;342;52;x-xx-xx;5;Код Пермского края
Усть Донецк;863;51;x-xx-xx;5;Код Ростовской области
Усть Кулом;821;37;x-xx-xx;5;Код Республики Коми
Усть Лабинск;861;35;x-xx-xx;5;Код Краснодарского края
Пушкино;496;29;x-xx-xx;5;Код Московской области
Усть Нера;411;54;x-xx-xx;5;Код Республики Саха (Якутия)
Усть Мая;411;41;x-xx-xx;5;Код Республики Саха (Якутия)
Усть Омчуг;413;44;x-xx-xx;5;Код Магаданской области
Усть Кут;395;65;x-xx-xx;5;Код Иркутской области
Усть Улаган;388;46;x-xx-xx;5;Код Республики Алтай
Усть Хайрюзово;415;37;x-xx-xx;5;Код Камчатского края
Устье;817;53;x-xx-xx;5;Код Вологодской области
Усть Цильма;821;41;x-xx-xx;5;Код Республики Коми
Устюжна;817;37;x-xx-xx;5;Код Вологодской области
Усть Чарышская Пристань;385;54;x-xx-xx;5;Код Алтайского края
Усухчай;872;69;x-xx-xx;5;Код Республики Дагестан
Усть Тарка;383;72;x-xx-xx;5;Код Новосибирской области
Ухолово;491;54;x-xx-xx;5;Код Рязанской области
Ухта;821;6;xx-xx-xx;6;Код Республики Коми
Усть Ордынский;395;41;x-xx-xx;5;Код Иркутской области
Усть Уда;395;45;x-xx-xx;5;Код Иркутской области
Учалы;347;91;x-xx-xx;5;Код Республики Башкортостан
Учкекен;878;77;x-xx-xx;5;Код Карачаево-Черкесской Республики
Н.ольховка;;496;xxx-xx-xx;7;
Набережные Челны;;855;xxx-xx-xx;7;
Навашино;831;75;x-xx-xx;5;Код Нижегородской области
Нагорск;833;49;x-xx-xx;5;Код Кировской области
Навля;483;42;x-xx-xx;5;Код Брянской области
Надым;349;9;xx-xx-xx;6;Код Ямало-Ненецкого АО
Назрань;;873;xxx-xx-xx;7;
Называевск;381;61;x-xx-xx;5;Код Омской области
Нальчик;;866;xxx-xx-xx;7;
Н.поселок;496;40;x-xx-xx;5;Код Московской области
Уяр;391;46;x-xx-xx;5;Код Красноярского края
Намцы;411;62;x-xx-xx;5;Код Республики Саха (Якутия)
Назарово;391;55;x-xx-xx;5;Код Красноярского края
Нариманово;851;71;x-xx-xx;5;Код Астраханской области
Нариманов;851;71;x-xx-xx;5;Код Астраханской области
Наро-Фоминск;496;356;xx-xx;4;Код Московской области
Наровчат;841;63;x-xx-xx;5;Код Пензенской области
Нарткала;866;35;x-xx-xx;5;Код Кабардино-Балкарской Республики
Нарышкино;486;47;x-xx-xx;5;Код Орловской области
Нарьян Мар;818;57;x-xx-xx;5;Код Ненецкого АО
Наурская;871;43;x-xx-xx;5;Код Чеченской Республики
Неверкино;841;64;x-xx-xx;5;Код Пензенской области
Невельск;424;36;x-xx-xx;5;Код Сахалинской области
Началово;851;72;x-xx-xx;5;Код Астраханской области
Невель;811;51;x-xx-xx;5;Код Псковской области
Находка;423;6;xx-xx-xx;6;Код Приморского края
Невинномысск;865;54;x-xx-xx;5;Код Ставропольского края
Невьянск;343;56;x-xx-xx;5;Код Свердловской области
Некрасовское;485;31;x-xx-xx;5;Код Ярославской области
Нелидово;482;66;x-xx-xx;5;Код Тверской области
Нема;833;50;x-xx-xx;5;Код Кировской области
Нерехта;494;31;x-xx-xx;5;Код Костромской области
Неман;401;62;x-xx-xx;5;Код Калининградской области
Нерчинск;302;42;x-xx-xx;5;Код Забайкальского края
Нерчинский Завод;302;48;x-xx-xx;5;Код Забайкальского края
Нерюнгри;411;47;x-xx-xx;5;Код Республики Саха (Якутия)
Нестеров;401;44;x-xx-xx;5;Код Калининградской области
Нефтегорск;846;70;x-xx-xx;5;Код Самарской области
Нефтекумск;865;58;x-xx-xx;5;Код Ставропольского края
Нефтекамск;347;83;x-xx-xx;5;Код Республики Башкортостан
Нефтеюганск;346;1;xx-xx-xx;6;Код Тюменской области
Нехаевский;844;43;x-xx-xx;5;Код Волгоградской области
Нея;494;44;x-xx-xx;5;Код Костромской области
Нижнеангарск;301;30;x-xx-xx;5;Код Республики Бурятия
Нижневартовск;346;6;xx-xx-xx;6;Код Тюменской области
Нижнегорский;365;50;x-xx-xx;5;Код Республики Крым
Нижнедевицк;473;70;x-xx-xx;5;Код Воронежской области
Нижнеудинск;395;57;x-xx-xx;5;Код Иркутской области
Нижнекамск;855;5;xx-xx-xx;6;Код Республики Татарстан
Нижний Ингаш;391;71;x-xx-xx;5;Код Красноярского края
Нижняя Омка;381;65;x-xx-xx;5;Код Омской области
Нижний Ломов;841;54;x-xx-xx;5;Код Пензенской области
Нижний Тагил;343;5;xx-xx-xx;6;Код Свердловской области
Нижний Цасучей;302;52;x-xx-xx;5;Код Забайкальского края
Нижние Серги;343;98;x-xx-xx;5;Код Свердловской области
Нижняя Тавда;345;33;x-xx-xx;5;Код Тюменской области
Низино;813;76;x-xx-xx;5;Код Ленинградской области
Николаевка;842;47;x-xx-xx;5;Код Ульяновской области
Николаевск;844;94;x-xx-xx;5;Код Волгоградской области
Нижняя Салда;343;45;x-xx-xx;5;Код Свердловской области
Николаевск-На-Амуре;421;35;x-xx-xx;5;Код Хабаровского края
Николо-Березовка;347;59;x-xx-xx;5;Код Республики Башкортостан
Нижняя Тура;343;42;x-xx-xx;5;Код Свердловской области
Никольск;817;54;x-xx-xx;5;Код Вологодской области
Никольск;841;65;x-xx-xx;5;Код Пензенской области
Никольское;415;47;x-xx-xx;5;Код Камчатского края
Новая Ляля;343;88;x-xx-xx;5;Код Свердловской области
Новая Малыкла;842;32;x-xx-xx;5;Код Ульяновской области
Новая Усмань;473;41;x-xx-xx;5;Код Воронежской области
Новичиха;385;55;x-xx-xx;5;Код Алтайского края
Новоалтайск;385;32;x-xx-xx;5;Код Алтайского края
Новоалександровск;865;44;x-xx-xx;5;Код Ставропольского края
Ново-Синьково;496;22;x-xx-xx;5;Код Московской области
Новоаннинский;844;47;x-xx-xx;5;Код Волгоградской области
Новобурейск;416;34;x-xx-xx;5;Код Амурской области
Нововаршавка;381;52;x-xx-xx;5;Код Омской области
Нововоронежский;473;64;x-xx-xx;5;Код Воронежской области
Новобелокатай;347;50;x-xx-xx;5;Код Республики Башкортостан
Новодвинск;818;52;x-xx-xx;5;Код Архангельской области
Новодугино;481;38;x-xx-xx;5;Код Смоленской области
Новое;496;4;xx-xx-xx;6;Код Московской области
Новоегорьевское;385;60;x-xx-xx;5;Код Алтайского края
Новозыбков;483;43;x-xx-xx;5;Код Брянской области
Новокаякент;872;48;x-xx-xx;5;Код Республики Дагестан
Новокиевский Увал;416;44;x-xx-xx;5;Код Амурской области
Новокубанск;861;95;x-xx-xx;5;Код Краснодарского края
Новолакское;872;42;x-xx-xx;5;Код Республики Дагестан
Новокузнецк;384;3;xx-xx-xx;6;Код Кемеровской области
Новокуйбышевск;846;35;x-xx-xx;5;Код Самарской области
Новомичуринск;491;41;x-xx-xx;5;Код Рязанской области
Новомосковск;487;62;x-xx-xx;5;Код Тульской области
Новониколаевский;844;44;x-xx-xx;5;Код Волгоградской области
Новобирилюссы;391;50;x-xx-xx;5;Код Красноярского края
Новобирилюсы;391;50;x-xx-xx;5;Код Красноярского края
Новоорск;353;63;x-xx-xx;5;Код Оренбургской области
Новопавловск;879;38;x-xx-xx;5;Код Ставропольского края
Новопетровск;496;31;x-xx-xx;5;Код Московской области
Новопокровская;861;49;x-xx-xx;5;Код Краснодарского края
Новопокровка;423;59;x-xx-xx;5;Код Приморского края
Новоржев;811;43;x-xx-xx;5;Код Псковской области
Новоселицкое;865;48;x-xx-xx;5;Код Ставропольского края
Новороссийск;861;7;xx-xx-xx;6;Код Краснодарского края
Новосергиевка;353;39;x-xx-xx;5;Код Оренбургской области
Новоселово;391;47;x-xx-xx;5;Код Красноярского края
Новосиль;486;73;x-xx-xx;5;Код Орловской области
Новонукутский;395;49;x-xx-xx;5;Код Иркутской области
Новосокольники;811;44;x-xx-xx;5;Код Псковской области
Новоспасское;842;38;x-xx-xx;5;Код Ульяновской области
Новоселки;496;69;x-xx-xx;5;Код Московской области
Новотроицк;353;7;xx-xx-xx;6;Код Оренбургской области
Новоузенск;845;62;x-xx-xx;5;Код Саратовской области
Новоульяновск;842;55;x-xx-xx;5;Код Ульяновской области
Новохоперск;473;53;x-xx-xx;5;Код Воронежской области
Новочебоксарск;835;2;xx-xx-xx;6;Код Чувашской Республики
Новочеркасск;863;5;xx-xx-xx;6;Код Ростовской области
Новые Бурасы;845;57;x-xx-xx;5;Код Саратовской области
Новошешминск;843;48;x-xx-xx;5;Код Республики Татарстан
Новоуральск;343;70;x-xx-xx;5;Код Свердловской области
Новый Быт;;496;xxx-xx-xx;7;
Новый Некоуз;485;47;x-xx-xx;5;Код Ярославской области
Новый Оскол;472;33;x-xx-xx;5;Код Белгородской области
Новый Уренгой;349;4;xx-xx-xx;6;Код Ямало-Ненецкого АО
Новый Торьял;836;36;x-xx-xx;5;Код Республики Марий Эл
Ноглики;424;44;x-xx-xx;5;Код Сахалинской области
Ножай-Юрт;871;48;x-xx-xx;5;Код Чеченской Республики
Нолинск;833;68;x-xx-xx;5;Код Кировской области
Носово;496;63;x-xx-xx;5;Код Московской области
